,user_id,treatment,if_on,live_date,gender,age_range,live_stream_duration,live_stream_cnt,total_watching_duration,receive_amount,like_cnt,comment_cnt,share_cnt,voice_comment_cnt
2182567,854022604,1,0,2018-12-14,M,24-30,129,1,1,0.0,0,0,0,0
2983015,750690354,0,0,2018-12-15,F,31-40,1051,6,0,0.0,0,0,0,0
1222466,396127298,1,0,2018-12-18,F,41-49,1161,2,3553,5.0,250,33,2,0
1190003,274949904,1,0,2018-12-05,F,18-23,3415,4,4621,0.0,1934,32,1,0
2895232,439896676,0,0,2018-12-18,F,18-23,3535,2,28881,92.0,309,80,4,58
577880,73973345,0,0,2018-12-10,M,18-23,281,1,2,0.0,0,0,0,0
181238,629848648,0,0,2018-12-03,F,31-40,260,2,291,30.0,0,2,0,0
2053591,401299424,0,0,2018-12-14,F,24-30,4440,1,21438,328.0,3174,84,1,0
374293,351862343,1,0,2018-12-20,M,24-30,11,1,5,0.0,0,0,0,0
1233804,426808273,0,0,2018-12-20,F,24-30,5035,4,2428,5.0,28,15,0,0
3524778,718243037,0,0,2018-12-13,M,31-40,7755,3,24622,111.0,1750,38,0,98
2577266,314703378,0,0,2018-12-08,M,24-30,5334,6,7744,29.0,1170,10,4,56
1366283,925296575,1,0,2018-12-18,F,31-40,6274,2,37026,499.0,850,103,0,0
2606586,410471154,1,0,2018-12-18,M,31-40,845,3,113,0.0,0,1,0,0
2927550,542325977,0,0,2018-12-17,F,24-30,16035,3,22463,208.0,393,101,1,101
151276,505734203,1,0,2018-12-19,M,24-30,288,3,1,0.0,0,0,0,0
913875,273043154,0,0,2018-12-05,F,24-30,13159,3,134676,1093.0,1403,430,12,273
849717,50987411,1,0,2018-12-14,F,18-23,19,1,0,0.0,0,0,0,0
1304785,677483789,0,0,2018-12-19,F,41-49,2334,1,11307,34.0,36,41,0,2
833009,1150298816,1,0,2018-12-06,M,31-40,2403,3,79181,4.0,4619,56,3,0
1654164,1055617767,1,0,2018-12-18,M,24-30,1161,4,3484,15.0,46,36,0,0
2830714,215568442,0,0,2018-12-01,M,24-30,1201,1,2867,0.0,10,55,0,0
1242592,449297103,1,0,2018-12-15,F,24-30,1957,3,1404,0.0,218,13,0,0
3170641,439918894,0,0,2018-12-18,F,24-30,1123,2,1907,0.0,39,24,0,9
2513209,79812826,1,0,2018-12-05,F,31-40,4962,3,7175,9.0,172,42,2,59
2738500,879577389,1,0,2018-12-04,M,50+,2985,1,2401,0.0,17,22,0,0
1707034,140146900,0,0,2018-12-12,F,24-30,2385,2,4626,7.0,386,14,1,0
1946579,17784825,0,0,2018-12-12,M,41-49,27,1,0,0.0,0,0,0,0
2791298,80497025,0,0,2018-12-10,M,18-23,525,1,2119,65.0,12,18,0,0
1010310,607923934,0,0,2018-12-13,F,31-40,310,1,17,0.0,2,0,0,0
295198,57417907,0,0,2018-12-06,F,18-23,5790,2,57628,981.0,970,225,3,0
1527737,472365097,1,0,2018-12-03,M,12-17,6678,2,9694,51.0,869,100,3,0
2273665,203018403,0,0,2018-12-09,M,24-30,3067,4,4229,7.0,52,37,0,0
25558,82664725,0,0,2018-12-10,F,41-49,394,2,1467,0.0,26,3,1,0
1922421,936222284,1,0,2018-12-10,M,24-30,998,1,85,0.0,0,0,0,0
1688802,82713810,0,0,2018-12-11,F,24-30,1164,4,703,0.0,4,17,1,0
271209,1090442275,0,0,2018-12-19,F,41-49,206,2,0,0.0,0,0,0,0
1372294,987623164,1,0,2018-12-04,F,24-30,1979,2,28,0.0,0,0,0,0
458306,628712176,1,0,2018-12-02,M,18-23,1113,1,6,0.0,0,0,0,0
819567,1003946168,0,0,2018-12-20,M,24-30,419,1,154,0.0,8,2,0,0
187161,649805611,0,0,2018-12-14,F,31-40,19930,5,52013,270.0,2620,390,7,0
2337387,430717394,0,0,2018-12-09,M,18-23,352,1,191,0.0,6,0,0,0
2110125,583095441,0,0,2018-12-11,M,31-40,209,1,18,0.0,0,0,0,0
248237,869301121,1,0,2018-12-14,M,41-49,1971,1,126,0.0,7,0,0,0
3483467,556935943,1,0,2018-12-20,F,24-30,12262,2,52679,1225.0,1432,549,6,0
1701530,123122386,1,0,2018-12-19,F,18-23,6302,4,42662,183.0,1335,287,1,0
2155432,749353078,0,0,2018-12-18,F,24-30,6320,1,12126,254.0,7,131,0,73
2646923,528490458,0,0,2018-12-20,M,41-49,1161,1,381,7.0,2,9,0,0
204819,708629454,1,0,2018-12-20,M,24-30,6870,1,111500,3201.0,1811,121,7,0
453493,608945780,1,0,2018-12-20,F,18-23,1406,2,769,0.0,24,5,2,0
2442141,793263929,1,0,2018-12-15,M,50+,1394,1,32839,433.0,485,71,1,0
527436,879179874,0,0,2018-12-12,F,41-49,4242,4,12652,92.0,115,83,0,33
501536,772942769,0,0,2018-12-10,F,31-40,7433,5,27625,371.0,621,85,3,0
724453,577109472,0,0,2018-12-09,F,18-23,7080,17,7350,19.0,103,117,0,21
2690144,702043240,1,0,2018-12-09,M,41-49,473,1,529,0.0,20,3,0,0
1748716,301139043,1,0,2018-12-15,F,24-30,3049,1,7202,86.0,57,15,4,3
735903,625635456,1,0,2018-12-11,F,24-30,83,2,0,0.0,0,0,0,0
443135,561147796,0,0,2018-12-05,F,24-30,4335,1,10131,5.0,16,108,0,0
3294503,895891866,1,0,2018-12-02,F,31-40,1267,1,2954,66.0,25,37,0,0
2862059,345530872,1,0,2018-12-11,F,18-23,3935,1,18034,733.0,344,126,3,0
3127857,308172578,1,0,2018-12-16,F,18-23,8168,2,67950,4902.0,1322,456,1,35
364235,309903010,0,0,2018-12-08,M,24-30,5586,4,308239,5970.0,9170,319,27,0
2359970,495254633,1,0,2018-12-15,M,18-23,1172,1,2126,85.0,60,0,1,0
1672086,26314311,0,0,2018-12-10,F,24-30,1060,5,676,0.0,9,12,0,0
278525,9091746,0,0,2018-12-20,M,24-30,1192,2,2646,60.0,244,16,0,31
3042201,4730023,0,0,2018-12-15,M,24-30,14867,3,747557,5362.0,7096,752,16,0
3494538,606533556,0,0,2018-12-04,F,31-40,5361,2,21389,987.0,2250,118,4,0
2562264,242487676,0,0,2018-12-07,M,24-30,91,1,2,0.0,0,0,0,0
919818,302253244,0,0,2018-12-14,F,24-30,5583,5,6300,29.0,505,39,2,7
3452011,450091582,0,0,2018-12-16,M,24-30,2925,3,6646,0.0,9,33,0,20
255469,918475545,0,0,2018-12-03,F,31-40,7352,10,5753,59.0,325,73,4,0
2048102,384581554,1,0,2018-12-01,M,18-23,2600,1,19044,5.0,96,32,3,0
137646,464663186,0,0,2018-12-15,M,24-30,9,1,0,0.0,0,0,0,0
581435,86198441,1,0,2018-12-16,M,18-23,3477,6,658,0.0,21,3,0,0
387260,393763436,0,0,2018-12-08,F,24-30,7838,2,57842,43.0,1278,176,12,0
3334105,48778111,0,0,2018-12-12,F,18-23,585,1,465,0.0,4,15,0,0
2042306,367495407,0,0,2018-12-16,M,18-23,255,2,103,0.0,0,0,0,0
3443194,428044453,0,0,2018-12-05,M,31-40,97,2,0,0.0,0,0,0,0
1399750,43238451,0,0,2018-12-16,F,18-23,2965,3,4280,6.0,271,52,0,0
2923566,524499285,1,0,2018-12-04,F,31-40,4114,1,314811,90.0,7439,310,8,0
491145,741500254,1,0,2018-12-16,M,24-30,497,2,3,0.0,0,0,0,0
1624268,813912251,1,0,2018-12-08,M,24-30,260,1,12,0.0,0,0,0,0
3162267,419899011,1,0,2018-12-14,F,24-30,2195,2,11401,36.0,101,91,1,45
494255,750823581,1,0,2018-12-05,F,31-40,10,1,0,0.0,0,0,0,0
2002206,203300116,1,0,2018-12-10,M,31-40,656,2,564,0.0,3,2,0,10
3450267,445120174,0,0,2018-12-11,F,24-30,9432,3,68865,212.0,619,248,1,0
1269094,534088082,0,0,2018-12-19,F,24-30,1395,1,794,62.0,4,6,0,0
1799908,456704648,0,0,2018-12-19,M,31-40,2581,4,1839,106.0,1353,9,2,0
2489758,9851870,1,0,2018-12-16,M,18-23,2404,1,5058,53.0,290,54,1,0
1556348,578389821,0,0,2018-12-16,M,31-40,946,1,0,0.0,0,0,0,0
395336,414664095,1,0,2018-12-20,M,24-30,187,2,27,0.0,1,0,0,0
601179,148167504,0,0,2018-12-05,F,24-30,660,1,131,0.0,4,0,0,0
385157,387222031,0,0,2018-12-14,F,24-30,2671,2,2193,2.0,41,33,1,0
120085,418216201,1,0,2018-12-12,M,24-30,259,1,0,0.0,0,0,0,0
2747291,941276130,1,0,2018-12-01,F,24-30,3935,6,11927,31.0,556,153,1,0
2825394,196367910,1,0,2018-12-17,F,41-49,578,1,1460,6.0,316,15,0,0
1185185,250695609,0,0,2018-12-16,M,50+,5658,2,293973,7568.0,10151,501,7,0
1210909,360146574,0,0,2018-12-17,F,41-49,1848,2,67038,3.0,308,5,4,0
2422111,733162498,0,0,2018-12-10,M,41-49,118,1,0,0.0,0,0,0,0
2343724,446481272,0,0,2018-12-20,M,41-49,1130,1,2187,0.0,18,13,0,1
3258713,746600217,0,0,2018-12-01,F,41-49,3451,4,7237,2.0,196,42,0,0
2407969,686371715,0,0,2018-12-08,M,24-30,110,1,0,0.0,0,0,0,0
2887764,422212282,1,0,2018-12-20,F,41-49,5027,2,12187,33.0,149,30,1,41
1444907,195986839,1,0,2018-12-11,M,18-23,534,2,464,4.0,0,3,9,0
650540,343845103,0,0,2018-12-17,F,41-49,239,2,1439,0.0,127,0,0,0
1632044,852707618,0,0,2018-12-03,M,31-40,478,2,26,0.0,0,0,0,0
63643,211797430,1,0,2018-12-20,F,24-30,192,2,127,0.0,1,1,0,0
3104328,211101981,0,0,2018-12-09,M,18-23,4408,1,13254,184.0,345,66,0,0
792053,811232270,0,0,2018-12-02,F,24-30,1865,1,2988,2.0,3,68,0,0
1652577,1033420215,1,0,2018-12-11,F,31-40,73,1,14,0.0,0,0,0,0
3305868,1017949750,1,0,2018-12-06,F,41-49,5840,2,5074,5.0,189,34,0,0
1379034,1069907353,0,0,2018-12-07,F,50+,13020,3,67007,23574.0,2869,761,1,0
1190444,276700627,0,0,2018-12-03,M,31-40,966,2,2505,0.0,152,16,0,0
22407,71723015,0,0,2018-12-14,M,18-23,277,2,18,0.0,2,0,0,0
3052003,29477876,0,0,2018-12-05,M,18-23,1252,1,1053,3.0,236,18,0,0
2469057,937700325,0,0,2018-12-19,M,18-23,439,1,700,0.0,5,5,0,0
862119,91882239,0,0,2018-12-17,M,31-40,128,1,3,0.0,0,0,0,0
717702,548509394,0,0,2018-12-04,F,31-40,718,2,34,0.0,4,0,0,0
951215,410572884,0,0,2018-12-12,M,24-30,5546,8,36380,193.0,800,81,5,41
2058078,412512626,0,0,2018-12-09,F,31-40,2951,1,22688,236.0,250,111,3,36
878727,145118669,0,0,2018-12-07,F,18-23,490,1,1203,0.0,73,1,0,0
1845347,624419975,0,0,2018-12-04,F,24-30,2063,3,5338,96.0,126,20,0,0
756032,693886431,1,0,2018-12-17,M,41-49,187,1,171,0.0,1,0,0,0
1034089,695247729,0,0,2018-12-10,F,31-40,234,1,33,0.0,0,0,0,0
1198064,313624813,0,0,2018-12-05,M,41-49,697,1,135,0.0,0,1,0,0
3354481,115729632,0,0,2018-12-06,M,31-40,5906,5,12890,916.0,490,164,0,0
253369,901148430,1,0,2018-12-02,M,18-23,1251,1,542,0.0,6,5,0,0
1513290,434484904,0,0,2018-12-15,F,24-30,40,1,42,0.0,0,0,0,0
3369299,159578528,1,0,2018-12-16,F,41-49,1240,1,3126,10.0,552,31,0,0
203199,701466272,1,0,2018-12-13,F,41-49,435,1,336,0.0,5,0,0,8
3574238,927479974,1,0,2018-12-06,F,31-40,1429,1,4118,11.0,218,6,1,0
2717294,786553692,0,0,2018-12-18,F,31-40,4039,2,579,0.0,6,0,0,0
2222502,26951512,0,0,2018-12-10,M,24-30,369,2,329,0.0,1,2,0,0
3112410,235462824,0,0,2018-12-17,F,18-23,4585,2,13114,1814.0,90,199,2,0
2525502,120032941,1,0,2018-12-13,F,18-23,2407,3,9742,159.0,336,72,1,0
2006262,219374577,0,0,2018-12-16,F,24-30,156,1,238,0.0,0,0,0,0
1317876,720257156,1,0,2018-12-03,F,18-23,900,1,2837,72.0,83,10,0,0
42486,137852013,0,0,2018-12-13,F,31-40,2233,4,6656,77.0,64,64,0,0
143541,479641955,1,0,2018-12-05,M,31-40,350,1,399,0.0,29,16,0,0
3071243,96434077,0,0,2018-12-17,F,18-23,5380,2,23454,251.0,348,360,4,5
3102188,203371102,0,0,2018-12-18,M,18-23,1583,7,399,0.0,28,0,0,0
1130188,64350905,0,0,2018-12-20,M,24-30,33,2,0,0.0,0,0,0,0
969161,458447334,0,0,2018-12-09,F,31-40,18035,3,107562,2450.0,671,742,6,343
1924335,955047688,0,0,2018-12-03,M,41-49,164,3,19,0.0,0,0,0,0
1952817,34005484,0,0,2018-12-01,M,18-23,9651,3,15120,233.0,212,81,6,229
1134471,77447196,0,0,2018-12-06,F,18-23,4,1,0,0.0,0,0,0,0
1072115,819405646,0,0,2018-12-14,F,31-40,529,1,1835,1.0,7,26,0,0
2033510,336798975,1,0,2018-12-19,F,18-23,18629,6,485964,496.0,26430,910,35,0
2552755,213750617,0,0,2018-12-11,F,24-30,12980,3,45487,422.0,222,196,4,413
2696878,725470319,0,0,2018-12-05,F,31-40,5273,3,8002,0.0,18,47,1,21
703656,496324456,1,0,2018-12-20,F,41-49,1535,1,4192,1.0,583,28,3,0
3205101,549832139,1,0,2018-12-20,F,50+,1967,2,3895,0.0,129,75,0,0
1946330,17305450,0,0,2018-12-03,F,24-30,11096,1,1065018,5784.0,3117,941,24,0
3350025,102031220,0,0,2018-12-14,M,18-23,53,1,20,0.0,0,0,0,0
727282,590026753,0,0,2018-12-20,M,41-49,13761,2,173527,2127.0,5031,514,14,149
1841187,607014626,0,0,2018-12-15,F,31-40,905,1,14,0.0,0,0,0,0
2811534,146211505,0,0,2018-12-19,F,18-23,720,1,3644,0.0,996,2,0,0
2698886,731520831,0,0,2018-12-18,M,31-40,8577,2,369952,4348.0,8228,585,51,0
2337309,430587667,1,0,2018-12-14,F,24-30,113,1,16,0.0,0,0,0,0
2833228,224876845,0,0,2018-12-15,M,31-40,731,3,1501,0.0,6,2,0,0
2988147,767040857,0,0,2018-12-13,F,50+,1644,1,2118,2.0,129,33,0,0
3173982,449312967,1,0,2018-12-09,F,31-40,12472,3,151308,1919.0,5007,944,12,0
794124,818851934,1,0,2018-12-16,F,50+,2750,2,11083,0.0,2,5,1,0
2492376,16387672,1,0,2018-12-13,M,24-30,464,1,34,0.0,0,0,0,0
533887,921208172,1,0,2018-12-13,M,31-40,263,1,0,0.0,0,0,0,0
1941689,5730952,0,0,2018-12-15,M,18-23,146,1,30,0.0,0,0,0,0
1874630,726764646,1,0,2018-12-03,F,24-30,1938,3,6499,0.0,15,36,0,0
757295,697917731,1,0,2018-12-02,F,31-40,4170,1,29473,85.0,167,110,2,162
3509511,664250826,1,0,2018-12-15,M,24-30,430,2,8,0.0,0,0,0,0
2898559,449083308,1,0,2018-12-07,M,31-40,848,3,67,0.0,8,0,0,0
2016986,255837822,0,0,2018-12-20,M,24-30,12070,5,162316,1598.0,7025,355,8,1
2857079,326565705,1,0,2018-12-07,M,31-40,5260,2,1167,50.0,3,3,0,0
683816,438327777,0,0,2018-12-07,M,31-40,207,1,123,10.0,8,2,0,2
311027,111588647,0,0,2018-12-07,M,24-30,1801,2,4795,2.0,158,56,0,0
1029442,680429029,1,0,2018-12-13,F,24-30,376,1,541,1.0,6,2,0,0
3157268,406803240,0,0,2018-12-14,M,18-23,935,3,1525,0.0,179,22,0,0
1302265,668221887,0,0,2018-12-14,F,24-30,134,1,3,0.0,0,0,0,0
997014,550492365,1,0,2018-12-05,F,31-40,1935,2,3065,14.0,394,18,5,0
1474563,317380553,1,0,2018-12-05,F,24-30,1298,1,1023,2.0,67,12,0,0
2550591,205193601,0,0,2018-12-18,F,41-49,151,1,82,0.0,1,0,0,0
2113398,597288243,0,0,2018-12-14,F,31-40,381,1,474,0.0,20,12,0,0
3062913,66618798,1,0,2018-12-07,M,18-23,188,1,315,0.0,1,4,0,0
1492409,379466538,0,0,2018-12-09,F,31-40,4680,4,25160,62.0,1184,301,5,3
491597,742933413,1,0,2018-12-20,F,41-49,130,1,0,0.0,0,0,0,0
2595376,380049308,1,0,2018-12-13,F,31-40,531,2,663,0.0,8,12,0,0
3545065,782442445,0,0,2018-12-01,M,31-40,3714,1,3650,14.0,165,179,0,0
728212,594083858,0,0,2018-12-13,F,50+,26827,3,166700,594.0,1963,429,9,501
81103,280257874,0,0,2018-12-20,F,24-30,3906,5,3173,5.0,119,52,0,28
3041404,1146797780,1,0,2018-12-17,F,24-30,7073,20,2021,0.0,50,23,0,0
2236349,72770480,1,0,2018-12-13,M,18-23,185,2,47,0.0,0,0,0,0
3011,12023193,1,0,2018-12-09,F,18-23,58,1,0,0.0,0,0,0,0
410208,453194249,1,0,2018-12-02,M,24-30,73,1,0,0.0,0,0,0,0
1944527,13600047,1,0,2018-12-03,M,31-40,2503,11,3351,10.0,162,27,0,1
930639,349836962,0,0,2018-12-17,M,24-30,8379,3,44687,258.0,621,390,2,28
3113955,240361510,1,0,2018-12-11,M,31-40,369,3,39,0.0,0,0,0,0
2287292,250148902,0,0,2018-12-15,M,24-30,14491,3,84732,88.0,295,139,1,0
2901919,458511207,1,0,2018-12-19,M,31-40,618,1,10,0.0,0,0,0,0
3198350,523469413,1,0,2018-12-13,M,24-30,571,3,12,0.0,0,0,0,0
6488,19325085,1,0,2018-12-16,F,24-30,255,1,551,0.0,0,1,0,0
652635,351145552,1,0,2018-12-06,M,24-30,338,1,4,0.0,0,0,0,0
1412587,85362520,0,0,2018-12-14,M,18-23,26820,6,7173,221.0,147,43,0,0
1435578,157858593,1,0,2018-12-20,F,24-30,10120,1,365786,730.0,9232,1032,111,0
1591451,709476478,0,0,2018-12-20,M,50+,3806,1,8715,4.0,209,85,2,0
676646,420944463,0,0,2018-12-10,M,24-30,785,1,469,0.0,345,3,0,0
975975,474164516,1,0,2018-12-07,M,24-30,4566,10,2456,12.0,216,0,0,0
2912731,488184396,1,0,2018-12-06,M,41-49,292,2,28,0.0,0,0,0,0
3296539,912842982,1,0,2018-12-13,F,18-23,48,1,0,0.0,0,0,0,0
2101334,543984122,0,0,2018-12-12,F,24-30,47,1,3,0.0,0,0,0,0
2500747,42828892,1,0,2018-12-09,M,18-23,401,1,25,0.0,2,1,0,0
641578,304095796,1,0,2018-12-11,F,24-30,1919,1,3345,11.0,36,15,0,0
48706,153642021,0,0,2018-12-03,F,24-30,2402,1,8889,45.0,2678,152,7,0
1607047,758725912,0,0,2018-12-12,F,31-40,1751,2,3952,126.0,222,22,0,0
567534,43073788,1,0,2018-12-15,F,18-23,3113,1,3184,0.0,4,16,1,0
3362507,141819202,0,0,2018-12-16,M,50+,764,5,906,0.0,7,0,0,0
1633894,865805703,1,0,2018-12-17,F,31-40,10310,8,16907,8.0,126,189,0,0
3538321,761728401,1,0,2018-12-09,F,31-40,6469,12,10717,55.0,435,39,0,0
3563423,857095920,0,0,2018-12-04,F,31-40,239,1,54,0.0,0,0,0,0
1009633,605203879,0,0,2018-12-15,M,41-49,1477,1,3210,0.0,19,32,0,0
1115853,18087636,0,0,2018-12-12,M,18-23,87,1,1,0.0,0,0,0,0
755424,692494209,0,0,2018-12-12,F,24-30,46,1,0,0.0,0,0,0,0
1173216,209602076,1,0,2018-12-15,F,18-23,269,1,746,0.0,23,13,0,0
582536,89924202,0,0,2018-12-12,F,18-23,479,1,252,0.0,1,17,0,0
318182,133317978,0,0,2018-12-08,M,18-23,2283,2,5152,1.0,24,19,0,0
3313338,1095439708,0,0,2018-12-10,F,31-40,3448,6,19199,5.0,196,116,1,0
1947473,19975182,0,0,2018-12-06,F,18-23,771,1,738,0.0,0,0,0,0
1057335,769120918,0,0,2018-12-05,F,41-49,850,4,325,0.0,0,3,0,0
311526,113344245,1,0,2018-12-01,F,24-30,1864,4,1869,11.0,359,7,0,0
229179,784319289,0,0,2018-12-02,F,24-30,2089,2,4098,5.0,28,46,0,0
2110436,584663059,1,0,2018-12-03,M,41-49,2373,6,642,0.0,5,4,0,0
436091,533854218,1,0,2018-12-06,F,18-23,3465,4,10075,21.0,636,122,0,60
1556951,581193765,0,0,2018-12-16,M,31-40,106,1,0,0.0,0,0,0,0
479193,699985820,1,0,2018-12-07,F,31-40,18511,3,242458,118.0,9391,656,22,0
752294,683307798,1,0,2018-12-08,F,31-40,1081,1,920,0.0,17,34,0,0
6756,20029672,0,0,2018-12-05,F,24-30,1073,1,261,0.0,0,0,0,0
2695326,720504527,1,0,2018-12-02,M,24-30,462,1,382,0.0,7,2,0,0
1540643,513823488,0,0,2018-12-04,M,31-40,466,2,26,0.0,0,0,0,0
820274,1010281588,0,0,2018-12-19,M,41-49,576,2,31,0.0,0,0,0,0
3181096,468575470,0,0,2018-12-18,F,31-40,287,1,167,0.0,0,0,0,0
2534176,146964105,0,0,2018-12-01,M,18-23,1310,4,917,0.0,88,18,0,0
1839259,598925259,0,0,2018-12-02,F,18-23,3557,1,107558,4208.0,509,413,8,0
858955,80185320,0,0,2018-12-19,F,18-23,293,1,23,0.0,0,0,0,0
2174440,813348594,0,0,2018-12-08,M,41-49,8,1,0,0.0,0,0,0,0
80237,276221816,0,0,2018-12-05,F,24-30,7045,1,174457,68.0,18652,175,7,0
2410864,694860208,0,0,2018-12-13,F,24-30,5727,2,8339,82.0,84,79,0,20
1362611,897305131,1,0,2018-12-10,M,41-49,473,2,0,0.0,0,0,0,0
3537845,760305902,1,0,2018-12-13,F,31-40,188,1,112,0.0,0,2,0,0
2873834,382658378,0,0,2018-12-13,F,24-30,11848,1,94208,3961.0,2181,128,4,49
2666285,616221920,0,0,2018-12-11,F,18-23,2628,3,10603,13.0,288,61,1,0
1226732,407232106,1,0,2018-12-13,F,24-30,353,2,2,0.0,0,0,0,0
369100,331388214,1,0,2018-12-12,F,31-40,81,1,6,0.0,0,0,0,0
2330396,414166678,0,0,2018-12-02,F,18-23,1511,1,8695,50.0,126,67,0,0
1169388,196045715,1,0,2018-12-07,F,31-40,4072,1,21383,168.0,4846,171,2,0
996627,548815482,0,0,2018-12-14,F,18-23,2017,3,9403,75.0,226,93,2,0
3132854,330706752,0,0,2018-12-13,M,24-30,4001,1,16264,7.0,52,57,2,53
3041982,1613338,1,0,2018-12-20,M,31-40,103,2,14,0.0,0,0,0,0
1559717,592908507,0,0,2018-12-05,M,18-23,2745,1,74,0.0,0,0,0,0
1046758,737434198,1,0,2018-12-11,F,24-30,1688,3,1100,0.0,2,5,0,0
1109695,1145846787,1,0,2018-12-06,F,24-30,4622,1,6057,1.0,43,104,0,0
2654394,562050101,1,0,2018-12-07,F,41-49,1062,1,452,0.0,2,2,0,0
2761225,1094896844,0,0,2018-12-10,M,18-23,2290,3,5100,0.0,117,58,0,2
2313215,365457147,0,0,2018-12-16,M,24-30,51,1,0,0.0,0,0,0,0
2625917,462165446,0,0,2018-12-10,F,31-40,7460,1,121009,1745.0,2576,340,3,0
1755190,329883863,0,0,2018-12-07,F,18-23,561,1,1249,5.0,109,5,0,0
1115306,17048832,0,0,2018-12-06,F,18-23,7129,5,52499,31.0,2428,107,21,0
1240725,443376201,1,0,2018-12-02,M,41-49,8259,9,3873,6.0,41,34,0,0
3101018,198798625,1,0,2018-12-19,M,18-23,830,3,804,0.0,25,5,0,0
2276775,214273556,1,0,2018-12-06,M,24-30,180,1,0,0.0,0,0,0,0
1839715,601211933,1,0,2018-12-06,M,24-30,1220,1,1527,14.0,70,23,0,0
1846956,630371752,0,0,2018-12-06,M,18-23,610,1,1164,0.0,213,13,1,0
1804527,468006367,1,0,2018-12-05,M,31-40,5386,1,136071,156.0,1102,132,10,0
2659380,584712884,0,0,2018-12-09,M,24-30,3691,4,4941,170.0,77,29,0,0
298669,70659486,1,0,2018-12-15,M,31-40,1141,1,1903,208.0,8,17,0,0
2117469,614675210,1,0,2018-12-03,F,31-40,889,6,384,0.0,91,1,0,0
2881557,404435224,0,0,2018-12-12,F,31-40,162,1,63,0.0,0,0,0,0
840708,21453699,1,0,2018-12-14,M,18-23,155,1,89,0.0,0,0,0,0
2668674,627165320,0,0,2018-12-12,M,18-23,17667,4,1555499,22011.0,22244,1890,61,0
2926368,536193396,1,0,2018-12-09,F,24-30,1004,1,5056,0.0,51,4,0,42
3125212,293913931,1,0,2018-12-07,F,24-30,4313,7,7800,0.0,51,47,0,0
931814,354182823,0,0,2018-12-12,F,31-40,674,2,251,0.0,58,3,0,0
1434153,153286415,0,0,2018-12-09,M,41-49,4765,2,3544,4.0,98,40,0,11
2600123,394476019,1,0,2018-12-20,M,24-30,100,1,0,0.0,0,0,0,0
2907155,472023433,1,0,2018-12-09,F,24-30,13109,11,48956,74.0,331,257,6,0
529144,887374385,0,0,2018-12-09,F,24-30,2028,1,1362,0.0,83,4,1,0
3284726,834476733,0,0,2018-12-18,F,31-40,2649,2,2184,8.0,186,12,3,0
1605908,755797467,0,0,2018-12-08,M,31-40,989,2,2051,1.0,430,13,2,0
757957,700191184,0,0,2018-12-16,M,24-30,6187,2,79005,26.0,3383,194,8,0
3263135,758815654,0,0,2018-12-14,F,41-49,1835,1,7632,66.0,41,40,0,0
1106788,1114205515,0,0,2018-12-09,M,41-49,3639,2,75003,107.0,122,21,0,0
246596,859672541,0,0,2018-12-19,F,41-49,4438,4,14216,64.0,720,89,3,0
846331,43364952,0,0,2018-12-08,F,31-40,9773,2,13921,202.0,996,105,0,0
693771,465896565,0,0,2018-12-02,M,31-40,3567,2,6989,14.0,58,74,3,0
1026923,670362349,0,0,2018-12-19,M,41-49,8497,5,777,0.0,3,1,1,0
2490706,12676354,0,0,2018-12-11,F,18-23,354,1,1847,5.0,12,7,0,0
2093007,509796410,1,0,2018-12-19,F,31-40,204,1,3,0.0,0,0,0,0
3176546,456403674,1,0,2018-12-12,M,50+,200,1,28,0.0,0,0,0,0
2272422,198636545,1,0,2018-12-20,M,18-23,1624,6,1097,0.0,71,28,0,0
2254335,133859573,1,0,2018-12-03,F,18-23,778,3,59,0.0,0,0,0,0
1285788,608716324,0,0,2018-12-15,M,41-49,742,1,16,0.0,0,0,0,0
2416648,716642943,0,0,2018-12-08,F,24-30,1841,1,151962,471.0,1496,63,7,0
1214106,370618932,1,0,2018-12-13,F,31-40,4939,11,9412,114.0,222,62,3,30
818410,991572053,0,0,2018-12-12,M,31-40,3473,6,497,0.0,150,8,0,0
2900350,454641497,0,0,2018-12-08,M,50+,249,1,150,0.0,3,0,0,0
1984077,137943214,1,0,2018-12-02,M,24-30,51,1,0,0.0,0,0,0,0
1255832,485051315,1,0,2018-12-04,F,31-40,202,1,3,0.0,0,0,0,0
1347390,814730873,0,0,2018-12-15,M,24-30,1108,2,305,0.0,7,1,0,0
25944,83804669,0,0,2018-12-03,M,24-30,2026,8,2239,0.0,90,15,1,0
395969,416563980,1,0,2018-12-08,F,31-40,11214,1,123583,14142.0,3098,470,7,0
3405808,308612426,1,0,2018-12-08,F,24-30,8816,1,297727,16495.0,16018,409,17,0
313361,118262158,1,0,2018-12-05,M,31-40,2593,2,3586,226.0,4,15,2,0
2996504,794479671,0,0,2018-12-20,F,41-49,16431,3,98274,2.0,3723,242,7,0
96789,351261157,1,0,2018-12-04,M,24-30,6058,1,129212,1.0,585,228,2,0
1457566,237609511,0,0,2018-12-05,M,24-30,1377,6,2004,0.0,27,8,1,0
1585657,689586140,1,0,2018-12-04,F,31-40,9909,3,15543,995.0,2238,140,6,68
1659298,1111726040,0,0,2018-12-08,F,24-30,134,2,0,0.0,0,0,0,0
2523110,112423014,1,0,2018-12-10,M,24-30,87,1,15,0.0,0,0,0,0
